food_id,food_name,category,processing_level,total_ingredients,healthy_ingredients_count,neutral_ingredients_count,unhealthy_ingredients_count,healthy_percentage,neutral_percentage,unhealthy_percentage,affected_health_conditions,overall_recommendation,description,health_label,high_unhealthy_percentage,low_healthy_percentage,mixed_ingredients,is_healthy,health_condition_count,calories,sugar,sodium,fat,fiber,protein,additives,preservatives,ingredients
15,DailyCrave Classic Crackers Cup,Snacks,Processed,7,0,4,3,0.0,57.14,42.86,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Caution,DailyCrave Classic Crackers Cup is a snacks item with 42.86% of its listed ingredients marked as unhealthy in this expanded dataset.,Healthy,1,1,True,1,4,219.9053972976675,27.31851886240894,623.7532232131387,17.59298129970219,9.309455027357796,3.289760278797229,"Artificial Flavors, Colors","Potassium Sorbate, Sodium Benzoate",DailyCrave Classic Crackers Cup is a snacks item with 42.86% of its listed ingredients marked as unhealthy in this expanded dataset.
16,NutriPick Butter Chips Lite,Snacks,Ultra-processed,8,0,5,3,0.0,62.5,37.5,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Caution,NutriPick Butter Chips Lite is a snacks item with 37.5% of its listed ingredients marked as unhealthy in this expanded dataset.,Healthy,0,1,True,1,4,296.1291615593159,26.312734394903142,571.5990198202521,14.8598632960878,10.11081718855208,3.8940755006363124,"Artificial Flavors, Colors","Potassium Sorbate, Sodium Benzoate",NutriPick Butter Chips Lite is a snacks item with 37.5% of its listed ingredients marked as unhealthy in this expanded dataset.
17,SuperBowl Herb Puffs Plus,Snacks,Processed,8,0,4,4,0.0,50.0,50.0,"Diabetes, Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Avoid,SuperBowl Herb Puffs Plus is a snacks item with 50.0% of its listed ingredients marked as unhealthy in this expanded dataset.,Unhealthy,1,1,True,0,5,231.14759106476157,28.65735918371872,642.7182300865451,18.725880938011016,9.572631991502657,4.823934485850549,"Artificial Flavors, Colors","Potassium Sorbate, Sodium Benzoate",SuperBowl Herb Puffs Plus is a snacks item with 50.0% of its listed ingredients marked as unhealthy in this expanded dataset.
18,MunchMate Caramel Chips Treat,Snacks,Ultra-processed,9,1,4,4,11.11,44.44,44.44,"Diabetes, Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Caution,MunchMate Caramel Chips Treat is a snacks item with 44.44% of its listed ingredients marked as unhealthy in this expanded dataset.,Healthy,1,1,True,1,5,302.48632261931493,25.987460002324127,682.3297533537173,13.192320187619345,8.820491388654421,5.318378234504122,"Artificial Flavors, Colors","Potassium Sorbate, Sodium Benzoate",MunchMate Caramel Chips Treat is a snacks item with 44.44% of its listed ingredients marked as unhealthy in this expanded dataset.
19,ZestyBowl Chilli Lime Chips Classic,Snacks,Processed,8,1,4,3,12.5,50.0,37.5,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Caution,ZestyBowl Chilli Lime Chips Classic is a snacks item with 37.5% of its listed ingredients marked as unhealthy in this expanded dataset.,Healthy,0,1,True,1,4,242.11138247093916,26.362333532283166,605.1875905194297,21.115965720267443,9.874582388564813,10.461100783034183,"Artificial Flavors, Colors","Potassium Sorbate, Sodium Benzoate",ZestyBowl Chilli Lime Chips Classic is a snacks item with 37.5% of its listed ingredients marked as unhealthy in this expanded dataset.
20,GoldenSpoon Pepper Chips Max,Snacks,Processed,8,0,4,4,0.0,50.0,50.0,"Diabetes, Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Avoid,GoldenSpoon Pepper Chips Max is a snacks item with 50.0% of its listed ingredients marked as unhealthy in this expanded dataset.,Unhealthy,1,1,True,0,5,217.01705347205768,28.727455899423962,819.4231454264163,20.21858608379366,7.710088784390311,7.956481308150577,"Artificial Flavors, Colors","Potassium Sorbate, Sodium Benzoate",GoldenSpoon Pepper Chips Max is a snacks item with 50.0% of its listed ingredients marked as unhealthy in this expanded dataset.
21,QuickTreat Chocolate Chips Bites,Snacks,Ultra-processed,9,1,5,3,11.11,55.56,33.33,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Caution,QuickTreat Chocolate Chips Bites is a snacks item with 33.33% of its listed ingredients marked as unhealthy in this expanded dataset.,Healthy,0,1,True,1,4,314.99284043412507,22.840267962239622,461.9539517061222,20.074246249356904,12.037098138756141,9.592078282408306,"Artificial Flavors, Colors","Potassium Sorbate, Sodium Benzoate",QuickTreat Chocolate Chips Bites is a snacks item with 33.33% of its listed ingredients marked as unhealthy in this expanded dataset.
22,DailyCrave Butter Crackers Crunch,Snacks,Ultra-processed,9,0,4,5,0.0,44.44,55.56,"Children (Hyperactivity), Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Avoid,DailyCrave Butter Crackers Crunch is a snacks item with 55.56% of its listed ingredients marked as unhealthy in this expanded dataset.,Unhealthy,1,1,True,0,5,307.0104173063421,26.86449898945631,758.2031159854969,22.07156362459691,7.903946266635984,4.245569417118802,"Artificial Flavors, Colors","Potassium Sorbate, Sodium Benzoate",DailyCrave Butter Crackers Crunch is a snacks item with 55.56% of its listed ingredients marked as unhealthy in this expanded dataset.
23,SnackNest Herb Nachos Delight,Snacks,Ultra-processed,8,0,5,3,0.0,62.5,37.5,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Caution,SnackNest Herb Nachos Delight is a snacks item with 37.5% of its listed ingredients marked as unhealthy in this expanded dataset.,Healthy,0,1,True,1,4,324.9476899803025,21.339190213497112,569.832790465345,13.411821826430979,10.697380093779426,5.328729379233259,"Artificial Flavors, Colors","Potassium Sorbate, Sodium Benzoate",SnackNest Herb Nachos Delight is a snacks item with 37.5% of its listed ingredients marked as unhealthy in this expanded dataset.
24,SuperBowl Butter Pretzels Mix,Snacks,Processed,6,0,3,3,0.0,50.0,50.0,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Avoid,SuperBowl Butter Pretzels Mix is a snacks item with 50.0% of its listed ingredients marked as unhealthy in this expanded dataset.,Unhealthy,1,1,True,0,4,266.33432188081576,34.33199977674772,664.2472612099434,18.640017002369845,7.006884387650721,2.7588202938950444,"Artificial Flavors, Colors","Potassium Sorbate, Sodium Benzoate",SuperBowl Butter Pretzels Mix is a snacks item with 50.0% of its listed ingredients marked as unhealthy in this expanded dataset.
25,SnackNest Mango Pretzels Cup,Snacks,Ultra-processed,9,1,5,3,11.11,55.56,33.33,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Caution,SnackNest Mango Pretzels Cup is a snacks item with 33.33% of its listed ingredients marked as unhealthy in this expanded dataset.,Healthy,0,1,True,1,4,310.6800135308889,20.70314382294562,442.2778169125248,16.886894478766173,11.443391467998925,9.085783197986643,"Artificial Flavors, Colors","Potassium Sorbate, Sodium Benzoate",SnackNest Mango Pretzels Cup is a snacks item with 33.33% of its listed ingredients marked as unhealthy in this expanded dataset.
26,SuperBowl Cheese Namkeen Lite,Snacks,Ultra-processed,8,0,5,3,0.0,62.5,37.5,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Caution,SuperBowl Cheese Namkeen Lite is a snacks item with 37.5% of its listed ingredients marked as unhealthy in this expanded dataset.,Healthy,0,1,True,1,4,303.04453614873063,22.21401152520115,572.0209025610709,20.968206346663017,9.914555659425362,3.2373801452168554,"Artificial Flavors, Colors","Potassium Sorbate, Sodium Benzoate",SuperBowl Cheese Namkeen Lite is a snacks item with 37.5% of its listed ingredients marked as unhealthy in this expanded dataset.
27,PureSip Caramel Namkeen Plus,Snacks,Processed,7,0,4,3,0.0,57.14,42.86,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Caution,PureSip Caramel Namkeen Plus is a snacks item with 42.86% of its listed ingredients marked as unhealthy in this expanded dataset.,Healthy,1,1,True,1,4,230.88235360588016,27.438960025071285,652.8916062295631,16.23138650792321,9.234470719350456,4.332843116572124,"Artificial Flavors, Colors","Potassium Sorbate, Sodium Benzoate",PureSip Caramel Namkeen Plus is a snacks item with 42.86% of its listed ingredients marked as unhealthy in this expanded dataset.
28,SmartSnack Strawberry Nachos Treat,Snacks,Processed,5,0,3,2,0.0,60.0,40.0,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Caution,SmartSnack Strawberry Nachos Treat is a snacks item with 40.0% of its listed ingredients marked as unhealthy in this expanded dataset.,Healthy,0,1,True,1,4,221.6433052458816,18.32703393667694,570.3584815701807,16.525668080958116,9.961081187454585,6.445634144883792,"Artificial Flavors, Colors","Potassium Sorbate, Sodium Benzoate",SmartSnack Strawberry Nachos Treat is a snacks item with 40.0% of its listed ingredients marked as unhealthy in this expanded dataset.
29,NutriPick Vanilla Namkeen Classic,Snacks,Processed,5,0,3,2,0.0,60.0,40.0,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease",Caution,NutriPick Vanilla Namkeen Classic is a snacks item with 40.0% of its listed ingredients marked as unhealthy in this expanded dataset.,Healthy,0,1,True,1,3,212.6999943902398,23.23197160758156,596.8598582756724,16.844309726730383,10.110260202846835,6.743532763655896,"Artificial Flavors, Colors","Potassium Sorbate, Sodium Benzoate",NutriPick Vanilla Namkeen Classic is a snacks item with 40.0% of its listed ingredients marked as unhealthy in this expanded dataset.
30,FreshBite Chilli Lime Namkeen Max,Snacks,Processed,5,0,3,2,0.0,60.0,40.0,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease",Caution,FreshBite Chilli Lime Namkeen Max is a snacks item with 40.0% of its listed ingredients marked as unhealthy in this expanded dataset.,Healthy,0,1,True,1,3,239.97489433396004,23.289601881003534,575.102126980345,9.76555903881588,10.352290599581869,4.115820109836619,"Artificial Flavors, Colors","Potassium Sorbate, Sodium Benzoate",FreshBite Chilli Lime Namkeen Max is a snacks item with 40.0% of its listed ingredients marked as unhealthy in this expanded dataset.
31,FlavorHub Strawberry Puffs Bites,Snacks,Ultra-processed,7,0,4,3,0.0,57.14,42.86,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Caution,FlavorHub Strawberry Puffs Bites is a snacks item with 42.86% of its listed ingredients marked as unhealthy in this expanded dataset.,Healthy,1,1,True,1,4,278.42724973733664,24.499256783963858,744.8590737293284,23.964124745061177,9.45998837220877,2.0150271456990714,"Artificial Flavors, Colors","Potassium Sorbate, Sodium Benzoate",FlavorHub Strawberry Puffs Bites is a snacks item with 42.86% of its listed ingredients marked as unhealthy in this expanded dataset.
32,PrimePantry Pepper Chips Crunch,Snacks,Ultra-processed,5,0,3,2,0.0,60.0,40.0,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease",Caution,PrimePantry Pepper Chips Crunch is a snacks item with 40.0% of its listed ingredients marked as unhealthy in this expanded dataset.,Healthy,0,1,True,1,3,301.213819466298,28.11534390121745,500.17160071780836,15.87480245509463,10.650695977280712,9.0765619393456,"Artificial Flavors, Colors","Potassium Sorbate, Sodium Benzoate",PrimePantry Pepper Chips Crunch is a snacks item with 40.0% of its listed ingredients marked as unhealthy in this expanded dataset.
33,MunchMate Pepper Namkeen Delight,Snacks,Ultra-processed,5,0,2,3,0.0,40.0,60.0,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Avoid,MunchMate Pepper Namkeen Delight is a snacks item with 60.0% of its listed ingredients marked as unhealthy in this expanded dataset.,Unhealthy,1,1,True,0,4,305.7992138075341,29.74669307892146,806.55996355972,29.419043154208754,7.242004731666981,4.93618170090265,"Artificial Flavors, Colors","Potassium Sorbate, Sodium Benzoate",MunchMate Pepper Namkeen Delight is a snacks item with 60.0% of its listed ingredients marked as unhealthy in this expanded dataset.
34,SnackNest Salted Crackers Mix,Snacks,Processed,7,0,4,3,0.0,57.14,42.86,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Caution,SnackNest Salted Crackers Mix is a snacks item with 42.86% of its listed ingredients marked as unhealthy in this expanded dataset.,Healthy,1,1,True,1,4,244.36764471537185,25.460835477712983,633.2126531723198,16.643143421451366,9.753596074592442,1.109597681114857,"Artificial Flavors, Colors","Potassium Sorbate, Sodium Benzoate",SnackNest Salted Crackers Mix is a snacks item with 42.86% of its listed ingredients marked as unhealthy in this expanded dataset.
35,GoldenSpoon Spicy Pretzels Cup,Snacks,Processed,9,1,5,3,11.11,55.56,33.33,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Caution,GoldenSpoon Spicy Pretzels Cup is a snacks item with 33.33% of its listed ingredients marked as unhealthy in this expanded dataset.,Healthy,0,1,True,1,4,212.46513879432638,21.381541242016052,533.7582664754013,11.954134361694912,11.935558984726544,3.5752658273562945,"Artificial Flavors, Colors","Potassium Sorbate, Sodium Benzoate",GoldenSpoon Spicy Pretzels Cup is a snacks item with 33.33% of its listed ingredients marked as unhealthy in this expanded dataset.
36,MealMint Mango Pretzels Lite,Snacks,Ultra-processed,7,0,4,3,0.0,57.14,42.86,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Caution,MealMint Mango Pretzels Lite is a snacks item with 42.86% of its listed ingredients marked as unhealthy in this expanded dataset.,Healthy,1,1,True,1,4,310.7086143507108,20.549894696409996,576.7902881713256,18.44269979677016,9.754589371174728,5.416404765737457,"Artificial Flavors, Colors","Potassium Sorbate, Sodium Benzoate",MealMint Mango Pretzels Lite is a snacks item with 42.86% of its listed ingredients marked as unhealthy in this expanded dataset.
37,SmartSnack Barbecue Nachos Plus,Snacks,Processed,7,0,4,3,0.0,57.14,42.86,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Caution,SmartSnack Barbecue Nachos Plus is a snacks item with 42.86% of its listed ingredients marked as unhealthy in this expanded dataset.,Healthy,1,1,True,1,4,196.161770476011,32.04220172772628,660.0679941511086,17.883240448444038,10.214610646373899,7.058020293055316,"Artificial Flavors, Colors","Potassium Sorbate, Sodium Benzoate",SmartSnack Barbecue Nachos Plus is a snacks item with 42.86% of its listed ingredients marked as unhealthy in this expanded dataset.
38,PrimePantry Mango Crackers Treat,Snacks,Ultra-processed,7,0,4,3,0.0,57.14,42.86,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Caution,PrimePantry Mango Crackers Treat is a snacks item with 42.86% of its listed ingredients marked as unhealthy in this expanded dataset.,Healthy,1,1,True,1,4,310.10766031528,22.843872291860222,594.0334552100251,17.61068797595572,9.95212646520501,3.065209828293816,"Artificial Flavors, Colors","Potassium Sorbate, Sodium Benzoate",PrimePantry Mango Crackers Treat is a snacks item with 42.86% of its listed ingredients marked as unhealthy in this expanded dataset.
39,PrimePantry Spicy Chips Classic,Snacks,Ultra-processed,9,0,4,5,0.0,44.44,55.56,"Heart Disease, High Blood Pressure (Hypertension), High Cholesterol, Kidney Disease, Obesity or Overweight",Avoid,PrimePantry Spicy Chips Classic is a snacks item with 55.56% of its listed ingredients marked as unhealthy in this expanded dataset.,Unhealthy,1,1,True,0,5,337.5019653450898,32.798982843542,858.588010342083,19.838208918982147,7.981936735601029,5.021606668537697,"Artificial Flavors, Colors","Potassium Sorbate, Sodium Benzoate",PrimePantry Spicy Chips Classic is a snacks item with 55.56% of its listed ingredients marked as unhealthy in this expanded dataset.
40,LiteLeaf Herb Chips Max,Snacks,Ultra-processed,7,0,4,3,0.0,57.14,42.86,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Caution,LiteLeaf Herb Chips Max is a snacks item with 42.86% of its listed ingredients marked as unhealthy in this expanded dataset.,Healthy,1,1,True,1,4,302.218330608428,29.367623343092937,678.1269363382856,23.919421439477375,10.025042679488733,3.498804130642046,"Artificial Flavors, Colors","Potassium Sorbate, Sodium Benzoate",LiteLeaf Herb Chips Max is a snacks item with 42.86% of its listed ingredients marked as unhealthy in this expanded dataset.
41,UrbanMunch Pepper Puffs Bites,Snacks,Processed,9,1,5,3,11.11,55.56,33.33,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Caution,UrbanMunch Pepper Puffs Bites is a snacks item with 33.33% of its listed ingredients marked as unhealthy in this expanded dataset.,Healthy,0,1,True,1,4,262.02384590520865,19.366763568371947,569.4294578901139,15.219118333136922,11.35866435259569,7.572061694590886,"Artificial Flavors, Colors","Potassium Sorbate, Sodium Benzoate",UrbanMunch Pepper Puffs Bites is a snacks item with 33.33% of its listed ingredients marked as unhealthy in this expanded dataset.
42,MunchMate Strawberry Crackers Crunch,Snacks,Ultra-processed,6,0,4,2,0.0,66.67,33.33,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Caution,MunchMate Strawberry Crackers Crunch is a snacks item with 33.33% of its listed ingredients marked as unhealthy in this expanded dataset.,Healthy,0,1,True,1,4,297.7646741821705,21.735200307754567,571.7403536756186,17.94556280202724,10.532185275553722,7.437316973015136,"Artificial Flavors, Colors","Potassium Sorbate, Sodium Benzoate",MunchMate Strawberry Crackers Crunch is a snacks item with 33.33% of its listed ingredients marked as unhealthy in this expanded dataset.
43,FreshBite Butter Crackers Delight,Snacks,Processed,7,0,4,3,0.0,57.14,42.86,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Caution,FreshBite Butter Crackers Delight is a snacks item with 42.86% of its listed ingredients marked as unhealthy in this expanded dataset.,Healthy,1,1,True,1,4,223.9268458738183,28.817343347709162,566.6849603929263,15.674036948524797,9.874339838948849,2.955597033924044,"Artificial Flavors, Colors","Potassium Sorbate, Sodium Benzoate",FreshBite Butter Crackers Delight is a snacks item with 42.86% of its listed ingredients marked as unhealthy in this expanded dataset.
44,PureSip Barbecue Crackers Mix,Snacks,Processed,6,0,3,3,0.0,50.0,50.0,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Avoid,PureSip Barbecue Crackers Mix is a snacks item with 50.0% of its listed ingredients marked as unhealthy in this expanded dataset.,Unhealthy,1,1,True,0,4,221.93883272057388,32.536973898691805,713.7744902459957,21.2283487357046,8.079743960732548,5.478018820753951,"Artificial Flavors, Colors","Potassium Sorbate, Sodium Benzoate",PureSip Barbecue Crackers Mix is a snacks item with 50.0% of its listed ingredients marked as unhealthy in this expanded dataset.
